UNICA ATACADISTA DE TINTAS

COMPRAS POR FORNECEDOR - ANALÍTICO 17/07/2026 16:36

Gerar por data de : EMISSÃO
Data Inicial : 01/01/2026
Data Final : 30/06/2026
Número do documento de Entrada : TODOS
Espécie do documento de Entrada : TODOS
Série do documento de Entrada : TODOS
Empresa : 009-UNICA ATACADISTA DE TINTAS
Item : TODOS
Descrição do item : TODOS
Fornecedor : TODOS
Marca : TODOS
Linha / Grupo : TODOS
Departamento : TODOS
Grupo de produtos : TODOS
Grupo de compra : TODOS
Unidade : TODOS
Acordo de Objetivos : NÃO
Exibir quantidade convertida em embalagens : NÃO
Destino : CSV

DOCUMENTO;FORNECEDOR;DATA;CÓDIGO;DESCRIÇÃO DO ITEM;REFERÊNCIA;MARCA;UNID;VR. UNIT.;QUANTID.;LITR./QUILOS;TOT. PROD.;VR. IPI;VR. SUBST.;VR. FRETE;DES. ACE.;OUT.DES;VR.ICMS;DESC. ESP;VR. CONTÁBIL
"000000502592-NF-009";"00000034 - AKZO NOBEL LTDA";25/05/2026;"020002.21300";"BP PRETO UNIVERSAL VW 1993 900ML WANDA-21,94-ST";"";"WANDA";"UN";27,27;6,00;0,00;163,65;5,37;0,00;5,57;0,00;0,00;0,00;0,00;170,66
"000000502592-NF-009";"00000034 - AKZO NOBEL LTDA";25/05/2026;"020002.23378";"BP PRETO VULCANO FIAT 1998 900ML WANDA-21,67-ST";"";"WANDA";"UN";25,25;18,00;0,00;454,44;14,92;0,00;15,45;0,00;0,00;0,00;0,00;473,90
"000000502592-NF-009";"00000034 - AKZO NOBEL LTDA";25/05/2026;"020002.21301";"BP VERMELHO ALPINE FIAT 1995 900ML WANDA-21,94-ST";"";"WANDA";"UN";29,34;18,00;0,00;528,20;17,34;0,00;17,96;0,00;0,00;0,00;0,00;550,82
"000000502592-NF-009";"00000034 - AKZO NOBEL LTDA";25/05/2026;"020002.23259";"BP VERMELHO FLASH VW 2009 900ML WANDA-21,94-ST";"";"WANDA";"UN";29,59;6,00;0,00;177,55;5,83;0,00;6,04;0,00;0,00;0,00;0,00;185,16
"000000502592-NF-009";"00000034 - AKZO NOBEL LTDA";25/05/2026;"020002.21283";"BP VERMELHO GOYA PEROL GM 1995 900ML WANDA-21,46-ST";"";"WANDA";"UN";34,73;6,00;0,00;208,35;6,84;0,00;7,08;0,00;0,00;0,00;0,00;217,27
"000000502592-NF-009";"00000034 - AKZO NOBEL LTDA";25/05/2026;"020002.23390";"BP VERMELHO PEPPER GM 2011 900ML WANDA-21,94-ST";"";"WANDA";"UN";30,73;12,00;0,00;368,78;12,11;0,00;12,54;0,00;0,00;0,00;0,00;384,58
"000000502592-NF-009";"00000034 - AKZO NOBEL LTDA";25/05/2026;"020002.23363";"BP VERMELHO TORNADO VW 1999 900ML WANDA-21,67-ST";"";"WANDA";"UN";34,33;12,00;0,00;411,98;13,52;0,00;14,01;0,00;0,00;0,00;0,00;429,62
"000000502592-NF-009";"00000034 - AKZO NOBEL LTDA";25/05/2026;"020035.85409";"KIT PRIMER 2500 E END 1091 112ML WANDA-21,46-ST";"";"WANDA";"UN";22,41;48,00;0,00;1.075,88;35,32;0,00;36,59;0,00;0,00;0,00;0,00;1.121,96
"000000502592-NF-009";"00000034 - AKZO NOBEL LTDA";25/05/2026;"020035.23076";"KIT PRIMER 3100 E END 3093 100ML WANDA-21,46-ST";"";"WANDA";"UN";25,74;384,00;0,00;9.882,66;324,40;0,00;336,08;0,00;0,00;0,00;0,00;10.305,90
"000000502592-NF-009";"00000034 - AKZO NOBEL LTDA";25/05/2026;"020035.23069";"KIT PRIMER 5100 CINZA MEDIO E END 3093 150ML WANDA-21,46-ST";"";"WANDA";"UN";33,42;12,00;0,00;401,10;13,17;0,00;13,64;0,00;0,00;0,00;0,00;418,28
"000000502592-NF-009";"00000034 - AKZO NOBEL LTDA";25/05/2026;"020035.85410";"KIT PRIMER 5500 CINZA MEDIO E END 3093 150ML WANDA";"";"WANDA";"UN";33,42;36,00;0,00;1.203,28;39,50;0,00;40,92;0,00;0,00;0,00;0,00;1.254,81
"000000502592-NF-009";"00000034 - AKZO NOBEL LTDA";25/05/2026;"020034.23690";"KIT VERNIZ 5500 E END 3093 150ML WANDA-21,46-ST";"";"WANDA";"UN";30,67;228,00;0,00;6.992,03;229,51;0,00;237,77;0,00;0,00;0,00;0,00;7.291,46
"000000502592-NF-009";"00000034 - AKZO NOBEL LTDA";25/05/2026;"020045.09749";"TINTA PRETO FOSCO VINILICO WANDA-21,46-ST";"";"WANDA";"UN";32,17;6,00;0,00;193,02;6,34;0,00;6,56;0,00;0,00;0,00;0,00;201,29
"000000502592-NF-009";"00000034 - AKZO NOBEL LTDA";25/05/2026;"020034.21489";"VERNIZ 9100 ALTO SOLIDOS 2:1 4L WANDA-21,46-ST";"";"WANDA";"UN";127,27;8,00;0,00;1.018,18;33,42;0,00;34,62;0,00;0,00;0,00;0,00;1.061,78
"000000502592-NF-009";"00000034 - AKZO NOBEL LTDA";25/05/2026;"020034.21073";"VERNIZ 9100 ALTO SOLIDOS 2:1 900ML WANDA-21,46-ST";"";"WANDA";"UN";31,13;18,00;0,00;560,30;18,39;0,00;19,05;0,00;0,00;0,00;0,00;584,29
"000000502592-NF-009";"00000034 - AKZO NOBEL LTDA";25/05/2026;"020035.21065";"WASHPRIMER 600ML WANDA-21,46-ST";"";"WANDA";"UN";32,73;42,00;0,00;1.374,52;45,12;0,00;46,75;0,00;0,00;0,00;0,00;1.433,39
"000000502734-NF-009";"00000034 - AKZO NOBEL LTDA";26/05/2026;"020031.21708";"AUTOBASE PLUS MM Q040 BINDER 3,75L-21,67-ST";"";"SIKKENS";"UN";168,24;2,00;0,00;336,48;11,04;0,00;8,34;0,00;0,00;0,00;0,00;350,88
"000000502734-NF-009";"00000034 - AKZO NOBEL LTDA";26/05/2026;"020031.09916";"AUTOBASE PLUS MM Q070 POTENCIALIZADOR DE TRANSPARENCIA 1L-21,45-ST";"";"SIKKENS";"UN";115,94;6,00;0,00;695,65;22,83;0,00;17,25;0,00;0,00;0,00;0,00;725,44
"000000502734-NF-009";"00000034 - AKZO NOBEL LTDA";26/05/2026;"020031.09920";"AUTOBASE PLUS MM Q140 PRETO PROFUNDO 3,75L-21,67-ST";"";"SIKKENS";"UN";504,29;4,00;0,00;2.017,17;66,21;0,00;50,02;0,00;0,00;0,00;0,00;2.103,55
"000000502734-NF-009";"00000034 - AKZO NOBEL LTDA";26/05/2026;"020031.09921";"AUTOBASE PLUS MM Q160 PRETO 3,75L-21,46-ST";"";"SIKKENS";"UN";320,96;2,00;0,00;641,93;21,07;0,00;15,92;0,00;0,00;0,00;0,00;669,42
"000000502734-NF-009";"00000034 - AKZO NOBEL LTDA";26/05/2026;"020031.09926";"AUTOBASE PLUS MM Q231 VERMELHO BRILHANTE 1L-25,37-ST";"";"SIKKENS";"UN";292,14;4,00;0,00;1.168,57;38,36;0,00;28,98;0,00;0,00;0,00;0,00;1.218,62
"000000502734-NF-009";"00000034 - AKZO NOBEL LTDA";26/05/2026;"020031.09946";"AUTOBASE PLUS MM Q673 AZUL BRILHANTE 1L-25,63-ST";"";"SIKKENS";"UN";197,31;2,00;0,00;394,61;12,95;0,00;9,79;0,00;0,00;0,00;0,00;411,51
"000000502734-NF-009";"00000034 - AKZO NOBEL LTDA";26/05/2026;"020031.09953";"AUTOBASE PLUS MM Q811E METALICO FINO 3,75 L-21,67-ST";"";"SIKKENS";"UN";279,35;4,00;0,00;1.117,39;36,68;0,00;27,70;0,00;0,00;0,00;0,00;1.165,24
"000000502734-NF-009";"00000034 - AKZO NOBEL LTDA";26/05/2026;"020031.09955";"AUTOBASE PLUS MM Q811M METALICO GRAUDO BRILHANTE 1L-21,67-ST";"";"SIKKENS";"UN";110,30;4,00;0,00;441,21;14,48;0,00;10,94;0,00;0,00;0,00;0,00;460,10
"000000502734-NF-009";"00000034 - AKZO NOBEL LTDA";26/05/2026;"020031.09961";"AUTOBASE PLUS MM Q911H PRATA GRAUDO 1L-25,63-ST";"";"SIKKENS";"UN";349,65;4,00;0,00;1.398,62;45,91;0,00;34,68;0,00;0,00;0,00;0,00;1.458,52
"000000502734-NF-009";"00000034 - AKZO NOBEL LTDA";26/05/2026;"020034.23658";"AUTOCLEAR CLASSIC VERNIZ 18L SIKKENS-21,46-ST";"";"SIKKENS";"UN";698,85;10,00;0,00;6.988,49;229,40;0,00;173,29;0,00;0,00;0,00;0,00;7.287,78
"000000502734-NF-009";"00000034 - AKZO NOBEL LTDA";26/05/2026;"020034.23295";"AUTOCLEAR CLASSIC VERNIZ 5L SIKKENS-21,46-ST";"";"SIKKENS";"UN";188,28;20,00;0,00;3.765,66;123,61;0,00;93,38;0,00;0,00;0,00;0,00;3.926,93
"000000502734-NF-009";"00000034 - AKZO NOBEL LTDA";26/05/2026;"020034.21860";"AUTOCLEAR CLASSIC VERNIZ FAST 900ML SIKKENS-21,46-ST";"";"SIKKENS";"UN";45,15;12,00;0,00;541,77;17,78;0,00;13,44;0,00;0,00;0,00;0,00;564,97
"000000502734-NF-009";"00000034 - AKZO NOBEL LTDA";26/05/2026;"020015.23653";"HARDENER CLASSIC 1L SIKKENS";"";"SIKKENS";"UN";47,93;144,00;0,00;6.902,42;453,14;0,00;171,15;0,00;0,00;488,00;0,00;7.424,58
"000000502734-NF-009";"00000034 - AKZO NOBEL LTDA";26/05/2026;"020015.23296";"HARDENER CLASSIC 500ML SIKKENS";"";"SIKKENS";"UN";30,09;24,00;0,00;722,15;47,41;0,00;17,90;0,00;0,00;51,06;0,00;776,78
"000000502734-NF-009";"00000034 - AKZO NOBEL LTDA";26/05/2026;"020015.09775";"HARDENER PLUS P25 500ML SIKKENS";"";"SIKKENS";"UN";38,95;6,00;0,00;233,72;15,34;0,00;5,80;0,00;0,00;16,52;0,00;251,40
"000000502734-NF-009";"00000034 - AKZO NOBEL LTDA";26/05/2026;"020035.23926";"PRIMER CLASSIC CINZA CLARO 3L SIKKENS-21,46-ST";"";"SIKKENS";"UN";95,93;24,00;0,00;2.302,41;75,58;0,00;57,08;0,00;0,00;0,00;0,00;2.401,01
"000000502734-NF-009";"00000034 - AKZO NOBEL LTDA";26/05/2026;"020001.09994";"REDUCER MEDIUM 1LT SIKKENS";"";"SIKKENS";"UN";32,10;12,00;0,00;385,25;25,29;0,00;9,55;0,00;0,00;27,24;0,00;414,39
"000000502734-NF-009";"00000034 - AKZO NOBEL LTDA";26/05/2026;"020001.09995";"REDUCER MEDIUM 5LTS SIKKENS";"";"SIKKENS";"UN";132,83;16,00;0,00;2.125,24;139,52;0,00;52,69;0,00;0,00;150,25;0,00;2.286,01
"000000502734-NF-009";"00000034 - AKZO NOBEL LTDA";26/05/2026;"020001.21067";"RRA (RAPID REPAIR AGENT) 1LT";"";"SIKKENS";"UN";26,00;60,00;0,00;1.559,73;102,40;0,00;38,68;0,00;0,00;110,27;0,00;1.677,73
"000000502734-NF-009";"00000034 - AKZO NOBEL LTDA";26/05/2026;"020015.21862";"HARDENER CLASSIC VERNIZ FAST 300ML SIKKENS";"";"SIKKENS";"UN";20,43;12,00;0,00;245,11;16,09;0,00;6,08;0,00;0,00;17,33;0,00;263,65
"000000502866-NF-009";"00000034 - AKZO NOBEL LTDA";27/05/2026;"020029.09913";"EMBALAGEM 900ML WANDA";"";"WANDA";"UN";3,88;924,00;0,00;3.584,57;0,00;0,00;321,62;0,00;0,00;253,43;0,00;3.620,42
"000000502867-NF-009";"00000034 - AKZO NOBEL LTDA";27/05/2026;"020029.09913";"EMBALAGEM 900ML WANDA";"";"WANDA";"UN";3,88;1.176,00;0,00;4.562,17;0,00;0,00;409,32;0,00;0,00;322,55;0,00;4.607,79
"000000502909-NF-009";"00000034 - AKZO NOBEL LTDA";28/05/2026;"020002.84550";"BP BLACK NOIR PEARL HY 900ML WANDA-21,67-ST";"";"WANDA";"UN";25,90;6,00;0,00;155,41;5,10;0,00;6,93;0,00;0,00;0,00;0,00;162,06
"000000502910-NF-009";"00000034 - AKZO NOBEL LTDA";28/05/2026;"020031.09923";"AUTOBASE PLUS MM Q191 CONTROLADOR DE FLOP FORTE 1L-21,67-ST";"";"SIKKENS";"UN";171,56;2,00;0,00;343,13;11,26;0,00;15,29;0,00;0,00;0,00;0,00;357,82
"000000502911-NF-009";"00000034 - AKZO NOBEL LTDA";28/05/2026;"020029.09913";"EMBALAGEM 900ML WANDA";"";"WANDA";"UN";3,88;756,00;0,00;2.932,83;0,00;0,00;130,73;0,00;0,00;207,35;0,00;2.962,16
"000000502912-NF-009";"00000034 - AKZO NOBEL LTDA";28/05/2026;"020031.21708";"AUTOBASE PLUS MM Q040 BINDER 3,75L-21,67-ST";"";"SIKKENS";"UN";168,24;18,00;0,00;3.028,36;99,41;0,00;135,00;0,00;0,00;0,00;0,00;3.158,06
"000000502912-NF-009";"00000034 - AKZO NOBEL LTDA";28/05/2026;"020031.09922";"AUTOBASE PLUS MM Q190 CONTROLADOR DE FLOP 1L-21,67-ST";"";"SIKKENS";"UN";114,40;6,00;0,00;686,38;22,53;0,00;30,59;0,00;0,00;0,00;0,00;715,77
"000000502912-NF-009";"00000034 - AKZO NOBEL LTDA";28/05/2026;"020031.09923";"AUTOBASE PLUS MM Q191 CONTROLADOR DE FLOP FORTE 1L-21,67-ST";"";"SIKKENS";"UN";171,56;2,00;0,00;343,13;11,26;0,00;15,29;0,00;0,00;0,00;0,00;357,82
"000000503158-NF-009";"00000034 - AKZO NOBEL LTDA";08/06/2026;"020002.23375";"BP BRANCO ARTICO FORD 1998 900ML WANDA-21,94-ST";"";"WANDA";"UN";31,93;18,00;0,00;574,65;18,86;0,00;15,56;0,00;0,00;0,00;0,00;599,26
"000000503158-NF-009";"00000034 - AKZO NOBEL LTDA";08/06/2026;"020002.21008";"BP BRANCO BANCHISA FIAT 1996 900ML WANDA-21,46-ST";"";"WANDA";"UN";32,20;30,00;0,00;965,89;31,71;0,00;26,15;0,00;0,00;0,00;0,00;1.007,26
"000000503158-NF-009";"00000034 - AKZO NOBEL LTDA";08/06/2026;"020002.22955";"BP BRANCO CRISTAL VW 1997 900ML WANDA-21,67-ST";"";"WANDA";"UN";32,26;30,00;0,00;967,78;31,77;0,00;26,20;0,00;0,00;0,00;0,00;1.009,23
"000000503158-NF-009";"00000034 - AKZO NOBEL LTDA";08/06/2026;"020002.23391";"BP BRANCO POLAR HYU 2013 900ML WANDA-21,46-ST";"";"WANDA";"UN";32,41;24,00;0,00;777,74;25,53;0,00;21,06;0,00;0,00;0,00;0,00;811,05
"000000503158-NF-009";"00000034 - AKZO NOBEL LTDA";08/06/2026;"020002.23377";"BP BRANCO SUMMIT GM 2012 900ML WANDA-21,67-ST";"";"WANDA";"UN";32,57;36,00;0,00;1.172,62;38,49;0,00;31,75;0,00;0,00;0,00;0,00;1.222,84
"000000503158-NF-009";"00000034 - AKZO NOBEL LTDA";08/06/2026;"020002.21281";"BP PRATA BARI MET FIAT 2002 900ML WANDA-21,67-ST";"";"WANDA";"UN";25,24;30,00;0,00;757,17;24,85;0,00;20,50;0,00;0,00;0,00;0,00;789,59
"000000503158-NF-009";"00000034 - AKZO NOBEL LTDA";08/06/2026;"020002.21001";"BP PRATA ESCUNA MET GM 1997 900ML WANDA-21,45-ST";"";"WANDA";"UN";26,93;6,00;0,00;161,58;5,30;0,00;4,38;0,00;0,00;0,00;0,00;168,50
"000000503158-NF-009";"00000034 - AKZO NOBEL LTDA";08/06/2026;"020002.21289";"BP PRATA GLOBAL MET HONDA 2005 900ML WANDA-21,67-ST";"";"WANDA";"UN";27,54;24,00;0,00;660,90;21,69;0,00;17,89;0,00;0,00;0,00;0,00;689,20
"000000503158-NF-009";"00000034 - AKZO NOBEL LTDA";08/06/2026;"020002.21016";"BP PRATA IMPERIAL MET VW 1997 900ML WANDA-21,67-ST";"";"WANDA";"UN";27,06;6,00;0,00;162,34;5,33;0,00;4,39;0,00;0,00;0,00;0,00;169,29
"000000503158-NF-009";"00000034 - AKZO NOBEL LTDA";08/06/2026;"020002.23360";"BP PRATA SWITCHBLADE MET GM 2009 900ML WANDA-21,67-ST";"";"WANDA";"UN";26,10;18,00;0,00;469,72;15,42;0,00;12,72;0,00;0,00;0,00;0,00;489,84
"000000503158-NF-009";"00000034 - AKZO NOBEL LTDA";08/06/2026;"020002.21272";"BP PRETO LIZST GM 1994 900ML WANDA-21,67-ST";"";"WANDA";"UN";25,49;24,00;0,00;611,76;20,08;0,00;16,56;0,00;0,00;0,00;0,00;637,96
"000000503158-NF-009";"00000034 - AKZO NOBEL LTDA";08/06/2026;"020002.23362";"BP PRETO NINJA VW 1999 900ML WANDA-21,67-ST";"";"WANDA";"UN";27,64;42,00;0,00;1.160,96;38,11;0,00;31,43;0,00;0,00;0,00;0,00;1.210,68
"000000503158-NF-009";"00000034 - AKZO NOBEL LTDA";08/06/2026;"020002.21285";"BP PRETO VESUVIO MET FIAT 2000 900ML WANDA-21,46-ST";"";"WANDA";"UN";25,78;6,00;0,00;154,70;5,08;0,00;4,19;0,00;0,00;0,00;0,00;161,33
"000000503158-NF-009";"00000034 - AKZO NOBEL LTDA";08/06/2026;"020002.23378";"BP PRETO VULCANO FIAT 1998 900ML WANDA-21,67-ST";"";"WANDA";"UN";25,49;6,00;0,00;152,93;5,02;0,00;4,14;0,00;0,00;0,00;0,00;159,48
"000000503158-NF-009";"00000034 - AKZO NOBEL LTDA";08/06/2026;"020002.23259";"BP VERMELHO FLASH VW 2009 900ML WANDA-21,94-ST";"";"WANDA";"UN";29,88;12,00;0,00;358,53;11,77;0,00;9,71;0,00;0,00;0,00;0,00;373,89
"000000503158-NF-009";"00000034 - AKZO NOBEL LTDA";08/06/2026;"020045.00009";"CATALISADOR P/ PRETO FOSCO VINILICO 300ML WANDA";"";"WANDA";"UN";12,31;12,00;0,00;147,78;9,70;0,00;4,00;0,00;0,00;10,45;0,00;158,96
"000000503158-NF-009";"00000034 - AKZO NOBEL LTDA";08/06/2026;"020035.85409";"KIT PRIMER 2500 E END 1091 112ML WANDA-21,46-ST";"";"WANDA";"UN";22,63;120,00;0,00;2.715,59;89,14;0,00;73,52;0,00;0,00;0,00;0,00;2.831,89
"000000503158-NF-009";"00000034 - AKZO NOBEL LTDA";08/06/2026;"020035.23076";"KIT PRIMER 3100 E END 3093 100ML WANDA-21,46-ST";"";"WANDA";"UN";25,98;390,00;0,00;10.133,57;332,63;0,00;274,35;0,00;0,00;0,00;0,00;10.567,54
"000000503158-NF-009";"00000034 - AKZO NOBEL LTDA";08/06/2026;"020035.23077";"KIT PRIMER 5100 BRANCO E END 3093 150ML-21,46-ST";"";"WANDA";"UN";36,93;6,00;0,00;221,58;7,27;0,00;6,00;0,00;0,00;0,00;0,00;231,07
"000000503158-NF-009";"00000034 - AKZO NOBEL LTDA";08/06/2026;"020035.23069";"KIT PRIMER 5100 CINZA MEDIO E END 3093 150ML WANDA-21,46-ST";"";"WANDA";"UN";33,75;60,00;0,00;2.024,78;66,46;0,00;54,82;0,00;0,00;0,00;0,00;2.111,49
"000000503158-NF-009";"00000034 - AKZO NOBEL LTDA";08/06/2026;"020034.23063";"KIT VERNIZ 5100 E END 3093 150ML WANDA-21,46-ST";"";"WANDA";"UN";29,73;36,00;0,00;1.070,19;35,13;0,00;28,97;0,00;0,00;0,00;0,00;1.116,02
"000000503158-NF-009";"00000034 - AKZO NOBEL LTDA";08/06/2026;"020035.85410";"KIT PRIMER 5500 CINZA MEDIO E END 3093 150ML WANDA";"";"WANDA";"UN";33,75;24,00;0,00;809,91;26,59;0,00;21,92;0,00;0,00;0,00;0,00;844,60
"000000503158-NF-009";"00000034 - AKZO NOBEL LTDA";08/06/2026;"020034.23690";"KIT VERNIZ 5500 E END 3093 150ML WANDA-21,46-ST";"";"WANDA";"UN";30,96;390,00;0,00;12.075,06;396,36;0,00;326,86;0,00;0,00;0,00;0,00;12.592,13
"000000503158-NF-009";"00000034 - AKZO NOBEL LTDA";08/06/2026;"020045.09749";"TINTA PRETO FOSCO VINILICO WANDA-21,46-ST";"";"WANDA";"UN";32,48;6,00;0,00;194,88;6,40;0,00;5,28;0,00;0,00;0,00;0,00;203,23
"000000503158-NF-009";"00000034 - AKZO NOBEL LTDA";08/06/2026;"020034.21489";"VERNIZ 9100 ALTO SOLIDOS 2:1 4L WANDA-21,46-ST";"";"WANDA";"UN";128,50;28,00;0,00;3.597,88;118,10;0,00;97,41;0,00;0,00;0,00;0,00;3.751,96
"000000503158-NF-009";"00000034 - AKZO NOBEL LTDA";08/06/2026;"020034.21073";"VERNIZ 9100 ALTO SOLIDOS 2:1 900ML WANDA-21,46-ST";"";"WANDA";"UN";31,43;36,00;0,00;1.131,37;37,14;0,00;30,63;0,00;0,00;0,00;0,00;1.179,82
"000000503159-NF-009";"00000034 - AKZO NOBEL LTDA";08/06/2026;"020031.21708";"AUTOBASE PLUS MM Q040 BINDER 3,75L-21,67-ST";"";"SIKKENS";"UN";169,86;20,00;0,00;3.397,20;111,51;0,00;91,97;0,00;0,00;0,00;0,00;3.542,68
"000000503159-NF-009";"00000034 - AKZO NOBEL LTDA";08/06/2026;"020031.09916";"AUTOBASE PLUS MM Q070 POTENCIALIZADOR DE TRANSPARENCIA 1L-21,45-ST";"";"SIKKENS";"UN";117,05;4,00;0,00;468,21;15,37;0,00;12,67;0,00;0,00;0,00;0,00;488,26
"000000503159-NF-009";"00000034 - AKZO NOBEL LTDA";08/06/2026;"020031.09919";"AUTOBASE PLUS MM Q120 BRANCO CONCENTRADO 3,75L-25,63-ST";"";"SIKKENS";"UN";334,81;6,00;0,00;2.008,84;65,94;0,00;54,39;0,00;0,00;0,00;0,00;2.094,87
"000000503159-NF-009";"00000034 - AKZO NOBEL LTDA";08/06/2026;"020031.09920";"AUTOBASE PLUS MM Q140 PRETO PROFUNDO 3,75L-21,67-ST";"";"SIKKENS";"UN";509,14;6,00;0,00;3.054,85;100,28;0,00;82,70;0,00;0,00;0,00;0,00;3.185,68
"000000503159-NF-009";"00000034 - AKZO NOBEL LTDA";08/06/2026;"020031.09921";"AUTOBASE PLUS MM Q160 PRETO 3,75L-21,46-ST";"";"SIKKENS";"UN";324,05;2,00;0,00;648,09;21,27;0,00;17,54;0,00;0,00;0,00;0,00;675,84
"000000503159-NF-009";"00000034 - AKZO NOBEL LTDA";08/06/2026;"020031.09922";"AUTOBASE PLUS MM Q190 CONTROLADOR DE FLOP 1L-21,67-ST";"";"SIKKENS";"UN";115,50;10,00;0,00;1.154,96;37,91;0,00;31,27;0,00;0,00;0,00;0,00;1.204,42
"000000503159-NF-009";"00000034 - AKZO NOBEL LTDA";08/06/2026;"020031.09923";"AUTOBASE PLUS MM Q191 CONTROLADOR DE FLOP FORTE 1L-21,67-ST";"";"SIKKENS";"UN";173,21;2,00;0,00;346,42;11,37;0,00;9,37;0,00;0,00;0,00;0,00;361,25
"000000503159-NF-009";"00000034 - AKZO NOBEL LTDA";08/06/2026;"020031.23410";"AUTOBASE PLUS MM Q196 BRANCO TRANSPARENTE 1L-25,37-ST";"";"SIKKENS";"UN";454,51;2,00;0,00;909,02;29,84;0,00;24,61;0,00;0,00;0,00;0,00;947,95
"000000503159-NF-009";"00000034 - AKZO NOBEL LTDA";08/06/2026;"020031.09937";"AUTOBASE PLUS MM Q436 AMARELO OXIDO ESCURO 1L-25,37-ST";"";"SIKKENS";"UN";217,10;4,00;0,00;868,42;28,51;0,00;23,51;0,00;0,00;0,00;0,00;905,61
"000000503159-NF-009";"00000034 - AKZO NOBEL LTDA";08/06/2026;"020031.09938";"AUTOBASE PLUS MM Q437 AMARELO OXIDO BRILHANTE 1L-25,37-ST";"";"SIKKENS";"UN";217,10;4,00;0,00;868,42;28,51;0,00;23,51;0,00;0,00;0,00;0,00;905,61
"000000503159-NF-009";"00000034 - AKZO NOBEL LTDA";08/06/2026;"020031.85032";"AUTOBASE PLUS MM Q653 AZUL ESVERDEADO 1L-25,37-ST";"";"SIKKENS";"UN";376,44;2,00;0,00;752,88;24,71;0,00;20,38;0,00;0,00;0,00;0,00;785,12
"000000503159-NF-009";"00000034 - AKZO NOBEL LTDA";08/06/2026;"020031.09945";"AUTOBASE PLUS MM Q671 AZUL TRANSPARENTE 1L-25,37-ST";"";"SIKKENS";"UN";193,86;2,00;0,00;387,72;12,73;0,00;10,50;0,00;0,00;0,00;0,00;404,33
"000000503159-NF-009";"00000034 - AKZO NOBEL LTDA";08/06/2026;"020031.09951";"AUTOBASE PLUS MM Q766 VIOLETA AZULADO 1L-25,63-ST";"";"SIKKENS";"UN";217,10;4,00;0,00;868,42;28,51;0,00;23,51;0,00;0,00;0,00;0,00;905,61
"000000503159-NF-009";"00000034 - AKZO NOBEL LTDA";08/06/2026;"020031.09953";"AUTOBASE PLUS MM Q811E METALICO FINO 3,75 L-21,67-ST";"";"SIKKENS";"UN";282,04;2,00;0,00;564,07;18,52;0,00;15,27;0,00;0,00;0,00;0,00;588,23
"000000503159-NF-009";"00000034 - AKZO NOBEL LTDA";08/06/2026;"020031.09954";"AUTOBASE PLUS MM Q811J METALICO MEDIO 3,75L-21,67-ST";"";"SIKKENS";"UN";478,61;6,00;0,00;2.871,68;94,26;0,00;77,75;0,00;0,00;0,00;0,00;2.994,66
"000000503159-NF-009";"00000034 - AKZO NOBEL LTDA";08/06/2026;"020031.09955";"AUTOBASE PLUS MM Q811M METALICO GRAUDO BRILHANTE 1L-21,67-ST";"";"SIKKENS";"UN";111,36;8,00;0,00;890,90;29,24;0,00;24,12;0,00;0,00;0,00;0,00;929,05
"000000503159-NF-009";"00000034 - AKZO NOBEL LTDA";08/06/2026;"020031.09957";"AUTOBASE PLUS MM Q811R METALICO MUITO GRAUDO 1L-21,67-ST";"";"SIKKENS";"UN";108,25;2,00;0,00;216,51;7,11;0,00;5,87;0,00;0,00;0,00;0,00;225,79
"000000503159-NF-009";"00000034 - AKZO NOBEL LTDA";08/06/2026;"020031.09961";"AUTOBASE PLUS MM Q911H PRATA GRAUDO 1L-25,63-ST";"";"SIKKENS";"UN";353,02;4,00;0,00;1.412,08;46,35;0,00;38,23;0,00;0,00;0,00;0,00;1.472,55
"000000503159-NF-009";"00000034 - AKZO NOBEL LTDA";08/06/2026;"020031.09966";"AUTOBASE PLUS MM Q922M PEROLA VERMELHA MEDIA 1L-21,94-ST";"";"SIKKENS";"UN";233,22;6,00;0,00;1.399,33;45,93;0,00;37,88;0,00;0,00;0,00;0,00;1.459,25
"000000503159-NF-009";"00000034 - AKZO NOBEL LTDA";08/06/2026;"020031.09967";"AUTOBASE PLUS MM Q923H PEROLA VERMELHA GRAUDA 1L-25,63-ST";"";"SIKKENS";"UN";454,51;6,00;0,00;2.727,07;89,52;0,00;73,83;0,00;0,00;0,00;0,00;2.843,86
"000000503159-NF-009";"00000034 - AKZO NOBEL LTDA";08/06/2026;"020031.09971";"AUTOBASE PLUS MM Q933M PEROLA MARRON MEDIA 1L-25,37-ST";"";"SIKKENS";"UN";403,94;2,00;0,00;807,89;26,52;0,00;21,87;0,00;0,00;0,00;0,00;842,49
"000000503159-NF-009";"00000034 - AKZO NOBEL LTDA";08/06/2026;"020031.09974";"AUTOBASE PLUS MM Q941M PEROLA OURO MEDIA 1L-25,63-ST";"";"SIKKENS";"UN";387,07;2,00;0,00;774,15;25,41;0,00;20,96;0,00;0,00;0,00;0,00;807,30
"000000503159-NF-009";"00000034 - AKZO NOBEL LTDA";08/06/2026;"020031.09984";"AUTOBASE PLUS MM Q964R PEROLA AZUL 1L-21,67-ST";"";"SIKKENS";"UN";350,40;2,00;0,00;700,80;23,00;0,00;18,97;0,00;0,00;0,00;0,00;730,81
