FORNECEDOR;CÓDIGO;DESCRIÇÃO DO PRODUTO;REFERÊNCIA;;UN.;QTD.ESTQ;VLR. ESTQ;QTD. FATUR;FATURAMENTO;TOT.CUSTO;MARG. VALOR;MARG. %;LITROS;KILOS;REP. %;ACUM. %;mês
00000556-BRASILUX TINTAS TECNICAS LTDA;85006;BRASPISO CINZA ESCURO ACETINADO LATA 18L BRASILUX;;;UN;16;2.527,84;12;2.427,29;1.878,95;548,34;22,59;0;0;0,09;86,53;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84617;ACRILAR BASE A ACETINADO 16,2L BRASILUX;;;UN;12;2.880,84;6;2.425,46;1.461,37;964,09;39,75;0;0;0,09;86,62;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84328;BRASIMOB AZUL DEL REY 3,6L BRASILUX;;;UN;52;2.980,12;35;2.274,64;1.971,93;302,71;13,31;0;0;0,08;86,7;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84225;SELADORA P/ MADEIRA 3,6L BRASILUX;;;UN;14;974,4;22;2.178,53;1.531,20;647,33;29,71;0;0;0,08;86,78;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84217;BRASIFER-PRIMER CINZA 3,6L BRASILUX;;;UN;20;904,6;36;2.107,53;1.628,28;479,25;22,74;0;0;0,08;86,86;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84564;BRASICAR-PRETO FOSCO VINILICO 600ML BRASILUX;;;UN;160;3.222,40;68;2.000,49;1.369,52;630,97;31,54;0;0;0,07;86,93;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84824;DILUENTE 107 PU POLIESTER 18L BRASILUX;;;UN;16;4.755,20;5;1.975,00;1.486,00;489;24,76;0;0;0,07;87;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;85078;BRASICAR-PRIMER BRANCO 3,6L BRASILUX;;;UN;21;1.980,51;15;1.863,75;1.414,65;449,1;24,1;0;0;0,07;87,06;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84029;AGUARRAS MINERAL 900ML BRASILUX;;;UN;136;1.630,64;105;1.833,47;1.303,43;530,04;28,91;0;0;0,07;87,13;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84815;BRASCORTEN-LARANJA EFEITO 900ML BRASILUX;;;UN;36;974,52;49;1.758,54;1.326,43;432,11;24,57;0;0;0,06;87,19;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;85188;KIT EPOXI MASSA BRANCA 3,6L BRASILUX;;;UN;15;1.867,80;10;1.640,60;1.245,20;395,4;24,1;0;0;0,06;87,25;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84174;DIRETO NA FERRUGEM BRANCO BRILHANTE 3,6LT BRASILUX;;;UN;35;3.026,10;13;1.630,20;1.058,46;571,74;35,07;0;0;0,06;87,31;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84025;DILUENTE P/ EPOXI 5L BRASILUX;;;UN;33;2.633,73;15;1.614,68;1.178,38;436,3;27,02;0;0;0,06;87,37;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84175;DIRETO NA FERRUGEM PRETO BRILHANTE 3,6LT BRASILUX;;;UN;24;2.075,28;12;1.596,65;1.000,76;595,89;37,32;0;0;0,06;87,43;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84489;BRASIDUR PU ACRILICO AUTOM. VERNIZ BASE PU HS 2X1 18L BRASILUX;;;UN;5;2.009,55;3;1.588,56;1.205,73;382,83;24,1;0;0;0,06;87,48;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84109;BRASILACA-PRETO SEMI-FOSCO 900ML BRASILUX;;;UN;58;1.541,06;38;1.578,66;976,66;602;38,13;0;0;0,06;87,54;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84346;BRASIMOB VERDE COLONIAL 3,6L BRASILUX;;;UN;24;1.375,44;25;1.550,50;1.352,19;198,31;12,79;0;0;0,06;87,59;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84144;BRASIMOB BRANCO FOSCO 3,6L BRASILUX;;;UN;33;1.891,23;20;1.526,42;1.065,64;460,78;30,19;0;0;0,05;87,65;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84190;BRASIMAR-VERNIZ MARITIMO IMBUIA 3,6L BRASILUX;;;UN;36;2.595,96;15;1.507,09;1.081,65;425,44;28,23;0;0;0,05;87,7;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;85448;BRASICAR-PRIMER CINZA 3,6L BRASILUX;;;UN;8;656,72;11;1.478,24;869,09;609,15;41,21;0;0;0,05;87,76;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84347;BRASIMOB VERMELHO 3,6L BRASILUX;;;UN;9;477,63;23;1.463,79;1.220,61;243,18;16,61;0;0;0,05;87,81;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84922;TINTA TECNICA ESPECIAL KIT PU PISCINA BRANCO 4,5L BRASILUX;;;UN;18;3.317,40;6;1.456,92;1.105,80;351,12;24,1;0;0;0,05;87,86;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84567;TINTA DEMARCACAO VIARIA DNIT BRANCO 18L BRASILUX;;;UN;18;6.047,10;3;1.405,95;1.007,85;398,1;28,32;0;0;0,05;87,91;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84622;EMBORRACHADA BASE B 16,2L LATA BRASILUX;;;UN;21;5.065,62;5;1.387,00;1.206,10;180,9;13,04;0;0;0,05;87,96;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84325;BRASIMOB AMARELO OURO 3,6L BRASILUX;;;UN;12;687,72;21;1.351,70;1.203,51;148,19;10,96;0;0;0,05;88,01;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84616;ACRILAR BASE A ACETINADO 3,24L BRASILUX;;;UN;32;1.678,08;18;1.333,04;960,6;372,44;27,94;0;0;0,05;88,06;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84099;BRASILINE-PRETO BRILHANTE N1 3,6L BRASILUX;;;UN;17;1.282,14;13;1.309,74;980,46;329,28;25,14;0;0;0,05;88,1;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84621;EMBORRACHADA BASE A 16,2L BRASILUX;;;UN;12;3.237,48;4;1.276,59;1.006,34;270,25;21,17;0;0;0,05;88,15;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84213;BRASIFER-PRIMER CINZA 18L BRASILUX;;;UN;14;2.774,10;5;1.259,70;990,75;268,95;21,35;0;0;0,05;88,19;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;85268;DIRETO NA FERRUGEM CINZA MEDIO 3,6LT BRASILUX;;;UN;15;1.297,05;10;1.225,56;864,7;360,86;29,44;0;0;0,04;88,24;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84343;BRASIMOB TABACO 3,6L BRASILUX;;;UN;42;2.407,02;19;1.194,90;1.093,14;101,76;8,52;0;0;0,04;88,28;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;85165;BRASILACA-BRANCO N9,5 PURO 900ML BRASILUX;;;UN;31;886,29;25;1.115,35;700,59;414,76;37,19;0;0;0,04;88,32;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84559;BRASILINE ESMALTE ALUMINIO OPAL P/ RODAS 3,6L BRASILUX;;;UN;17;1.368,33;9;1.111,07;698,55;412,52;37,13;0;0;0,04;88,36;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84081;GALVALUMI-CINZA N6.5 CLARO 3,6L BRASILUX;;;UN;11;938,85;11;1.108,29;856,59;251,7;22,71;0;0;0,04;88,4;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;85288;GALVFORT PRETO N1 18L BRASILUX;;;UN;2;800,74;2;1.092,20;800,74;291,46;26,69;0;0;0,04;88,44;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;85285;BRASPISO CINZA MEDIO FOSCO LATA 18L BRASILUX;;;UN;0;0;5;1.050,00;789,85;260,15;24,78;0;0;0,04;88,48;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84589;BRASIMIX IMOBILIARIO-PRETO TT 900ML BRASILUX;;;UN;38;2.628,08;12;1.041,48;829,92;211,56;20,31;0;0;0,04;88,51;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;85182;BRASILINE ESMALTE CINZA CHASSI SUB GREY 98 3,6L BRASILUX;;;UN;11;642,18;13;1.013,38;758,94;254,44;25,11;0;0;0,04;88,55;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;85176;CATALISADOR P/ VERNIZ 9038 - CATALISADOR 045 450ML BRASILUX;;;UN;36;855,72;28;1.001,24;663,28;337,96;33,75;0;0;0,04;88,59;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;85735;BRASILINE SINT SUPER RAPIDO PRIMER ACAB BRANCO 3,6LT BRASILUX;;;UN;6;543,42;6;993,36;479,32;514,04;51,75;0;0;0,04;88,62;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84201;SELADOR ACRILICO BALDE 18L BRASILUX;;;UN;21;1.668,87;10;976,57;691,1;285,47;29,23;0;0;0,03;88,66;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84923;BRASILACA-PRETO SEMI-BRILHO 3,6L BRASILUX;;;UN;10;963;6;966,11;546,04;420,07;43,48;0;0;0,03;88,69;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;24356;BRASILINE VERNIZ BASE 18L BRASILUX;;;UN;9;2.535,03;3;955,83;725,49;230,34;24,1;0;0;0,03;88,72;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84219;BRASIFER-PRIMER OXIDO VERDE 3,6L BRASILUX;;;UN;34;1.634,72;15;944,23;679,92;264,31;27,99;0;0;0,03;88,76;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84462;MARTELADO-CINZA CLARO 3,6L BRASILUX;;;UN;9;847,98;7;938,73;639,36;299,37;31,89;0;0;0,03;88,79;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84123;BRASIMOB PRETO BRILHANTE 900ML BRASILUX;;;UN;38;647,52;44;922,05;715,18;206,87;22,44;0;0;0,03;88,82;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84383;BRASPISO BRANCO ACETINADO BALDE 18L BRASILUX;FL;;UN;6;947,88;4;916,85;631,92;284,93;31,08;0;0;0,03;88,86;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84024;DILUENTE P/ EPOXI 900ML BRASILUX;;;UN;41;649,44;38;872,47;596,48;275,99;31,63;0;0;0,03;88,89;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84329;BRASIMOB AZUL FRANCA 3,6L BRASILUX;;;UN;43;2.464,33;10;868,04;568,86;299,18;34,47;0;0;0,03;88,92;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;85163;VERNIZ ALTO SOLIDOS 9038 900ML;;;UN;11;309,21;22;851,14;617,09;234,05;27,5;0;0;0,03;88,95;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84683;EPOXI POLIAMIDA PLUS CINZA N3.5 ESCURO 2,88L BRASILUX;;;UN;7;751,94;6;849,12;644,52;204,6;24,1;0;0;0,03;88,98;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84038;MASSA PVA 5,5KG BRASILUX;;;UN;66;1.071,84;41;848,89;665,84;183,05;21,56;0;0;0,03;89,01;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84983;BRASPISO CONCRETO ACETINADO LATA 18L BRASILUX;;;UN;6;947,82;5;847,25;789,85;57,4;6,77;0;0;0,03;89,04;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84182;MARTELADO-VERDE BRASIL 3,6L BRASILUX;;;UN;9;864,09;7;841,61;571,55;270,06;32,09;0;0;0,03;89,07;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84110;KIT EPOXI AMARELO SEGURANÇA 5Y8/12 3,6L BRASILUX;;;UN;32;4.237,12;5;840,55;637,99;202,56;24,1;0;0;0,03;89,1;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84565;CATALISADOR P/ VINILICO 300ML BRASILUX;;;UN;172;1.343,32;74;840,2;577,57;262,63;31,26;0;0;0,03;89,13;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84284;BRASILAR ACRILICA STANDARD SEMIBRILHO BRANCO NEVE BALDE 18L BRASILUX;;;UN;13;3.835,91;2;838,76;590,14;248,62;29,64;0;0;0,03;89,16;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84910;BRASILINE ESMALTE PRETO CADILACK 3,6L BRASILUX;;;UN;14;1.079,26;7;818,42;506,59;311,83;38,1;0;0;0,03;89,19;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;87030;STAIN PROTETOR PARA MADEIRA FUNGOFF NATURAL 3,6 LT BRASILUX;;;UN;16;1.390,72;8;817,84;620,72;197,12;24,1;0;0;0,03;89,22;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84116;KIT EPOXI VERDE 2,5G 5/10 3,6L BRASILUX;;;UN;34;3.973,92;5;806,15;584,4;221,75;27,51;0;0;0,03;89,25;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;85178;ESMALTE SINT AUTOMOTIVO-PRETO BRILHANTE CADILACK 3,6L BRASILUX;;;UN;9;672,84;6;780;385,08;394,92;50,63;0;0;0,03;89,28;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84744;ACRILAR ACRILICO PREMIUM ACETINADO BRANCO NEVE LATA 18L BRASILUX;;;UN;6;1.883,52;2;759,8;555,42;204,38;26,9;0;0;0,03;89,3;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84186;MOVELEIRA VERNIZ COPAL 3,6L BRASILUX;;;UN;19;1.244,50;10;752,9;576,6;176,3;23,42;0;0;0,03;89,33;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84218;BRASIFER-PRIMER PRETO 3,6L BRASILUX;;;UN;19;959,31;10;751,31;483,3;268,01;35,67;0;0;0,03;89,36;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;24354;VERNIZ BASE SINTETICO 18L BRASILUX;;;UN;8;2.265,52;2;746,2;566,38;179,82;24,1;0;0;0,03;89,38;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84248;BRASINIL ACRILICO ECONOMICO AREIA BALDE 18L BRASILUX;;;UN;6;614,34;6;744;614,34;129,66;17,43;0;0;0,03;89,41;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84950;CATALISADOR EPOXI POLIAMIDA 720ML BRASILUX;;;UN;50;2.000,50;13;727,15;501,03;226,12;31,1;0;0;0,03;89,44;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84459;ACRILAR ACRILICO PREMIUM ACETINADO BRANCO GELO 3,6L BRASILUX;;;UN;5;343,25;7;724,81;457,59;267,22;36,87;0;0;0,03;89,46;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84386;BRASPISO CONCRETO ACETINADO BALDE 18L BRASILUX;FL;;UN;10;1.579,80;3;717,7;440,1;277,6;38,68;0;0;0,03;89,49;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84756;ESMALTE SINT AUTOMOTIVO-PRETO CARGO SEMI-FOSCO 3,6L BRASILUX;;;UN;18;1.141,38;6;713,96;380,46;333,5;46,71;0;0;0,03;89,51;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84357;BRASIMOB BRANCO BRILHANTE 900ML BRASILUX;;;UN;33;638,55;29;702,65;525,96;176,69;25,15;0;0;0,03;89,54;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;85094;ACRILAR ACRILICO PREMIUM ACETINADO BRANCO GELO LATA 18L BRASILUX;;;UN;8;2.332,88;2;698,15;583,22;114,93;16,46;0;0;0,02;89,56;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84389;BRASPISO VERDE QUADRA ACETINADO BALDE 18L BRASILUX;FL;;UN;12;1.692,72;3;696,64;423,18;273,46;39,25;0;0;0,02;89,59;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84341;BRASIMOB MARROM CONHAQUE 3,6L BRASILUX;;;UN;3;171,93;10;696,53;573,1;123,43;17,72;0;0;0,02;89,61;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84961;BRASITELHA-INCOLOR 18L BRASILUX;;;UN;1;263,52;2;694,38;527,04;167,34;24,1;0;0;0,02;89,64;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84494;BRASIMIX BU-PRETO PROFUNDO 3,6L BRASILUX;;;UN;15;1.967,40;4;691,16;524,6;166,56;24,1;0;0;0,02;89,66;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84045;REMOVEDOR PASTOSO 1KG BRASILUX;;;UN;48;900;22;672,94;412,33;260,61;38,73;0;0;0,02;89,69;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;85246;BRASILACA-BRANCO N9,5 PURO 3,6L BRASILUX;;;UN;18;1.889,46;4;656,79;411,21;245,58;37,39;0;0;0,02;89,71;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84600;BRASILAR ACRILICA STANDARD BASE B 16,2L BRASILUX;;;UN;0;0;4;637,76;540,48;97,28;15,25;0;0;0,02;89,73;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;86951;BRASILINE ESMALTE BRANCO PURO N9,5 3,6L BRASILUX;;;UN;62;4.594,82;5;634;370,55;263,45;41,55;0;0;0,02;89,76;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84648;VERNIZ BASE POLIAMIDA 18L BRASILUX;;;UN;15;7.168,05;1;629,6;477,87;151,73;24,1;0;0;0,02;89,78;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84034;MASSA ACRILICA 5,5KG BRASILUX;;;UN;26;598,52;20;623,96;460,4;163,56;26,21;0;0;0,02;89,8;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84095;BRASILINE ESMALTE BRANCO BRILHANTE 3,6L BRASILUX;;;UN;20;1.712,40;5;619,52;428,1;191,42;30,9;0;0;0,02;89,82;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84598;BRASILAR ACRILICA STANDARD BASE A 16,2L BRASILUX;;;UN;12;1.721,40;2;618,43;349,01;269,42;43,57;0;0;0,02;89,85;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84315;RESINA PARA TELHA-INCOLOR 18L BRASILUX;;;UN;-17;-2.593,01;3;605,55;457,59;147,96;24,43;0;0;0,02;89,87;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84188;BRASIMAR-VERNIZ MARITIMO BRILHANTE 3,6LT BRASILUX;;;UN;19;1.411,51;5;601,41;339,61;261,8;43,53;0;0;0,02;89,89;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84209;GALVBRAS-BRANCO 3,6L BRASILUX;;;UN;16;1.368,80;5;600,8;427,75;173,05;28,8;0;0;0,02;89,91;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84214;BRASIFER-PRIMER PRETO 18L LATA BRASILUX;;;UN;9;1.930,32;2;598,4;428,96;169,44;28,32;0;0;0,02;89,93;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84106;BRASILACA-BRANCO 900ML BRASILUX;;;UN;20;571,6;13;596,01;361,43;234,58;39,36;0;0;0,02;89,95;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84215;BRASIFER-PRIMER OXIDO VERDE 18L BRASILUX;;;UN;5;1.055,65;2;568,35;377;191,35;33,67;0;0;0,02;89,97;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;24355;VERNIZ BASE NITROCELULOSE 18L BRASILUX;;;UN;4;1.702,68;1;560,82;425,67;135,15;24,1;0;0;0,02;89,99;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;87293;BRASPISO PRETO ACETINADO LATA 18L BRASILUX;;;UN;0;0;3;545,01;473,91;71,1;13,05;0;0;0,02;90,01;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84997;EMBORRACHADA BASE A 3,24L BRASILUX;;;UN;10;594;4;544,47;263,51;280,96;51,6;0;0;0,02;90,03;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84995;ACRILAR BASE C FOSCO 16,2L BRASILUX;;;UN;9;1.241,46;1;540,55;323,09;217,46;40,23;0;0;0,02;90,05;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84147;BRASIMOB PRETO FOSCO 900ML BRASILUX;;;UN;35;606,55;24;526,98;415,92;111,06;21,07;0;0;0,02;90,07;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84265;BRASILAR TINTA ACRILICA STANDARD AREIA FOSCO 18L BALDE BRASILUX;;;UN;6;1.011,60;2;520;337,2;182,8;35,15;0;0;0,02;90,09;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;85287;GALVFORT PRETO N1 3,6L BRASILUX;;;UN;10;918,7;4;513,8;347,82;165,98;32,3;0;0;0,02;90,11;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;85291;BRASILACA-PRETO FOSCO 3,6L BRASILUX;;;UN;26;2.309,06;4;509;347,92;161,08;31,65;0;0;0,02;90,13;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84026;CATALISADOR P/ ESMALTE SINTETICO 150ML BRASILUX;;;UN;93;678,9;49;505,13;357,7;147,43;29,19;0;0;0,02;90,14;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;86983;FUNDO PREPARADOR PAREDE BRANCO B'AGUA PRO 1000 3,6LT BRASILUX;;;UN;8;246,56;11;502,17;294,8;207,37;41,29;0;0;0,02;90,16;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84776;BRASIMOB CERAMICA 3,6L BRASILUX;;;UN;6;343,86;5;494,5;265,3;229,2;46,35;0;0;0,02;90,18;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84384;BRASPISO CINZA ESCURO ACETINADO BALDE 18L BRASILUX;FL;;UN;-1;-157,98;2;490;282,1;207,9;42,43;0;0;0,02;90,2;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84142;BRASIMOB BRANCO ACETINADO 3,6L BRASILUX;;;UN;17;974,44;7;489,44;371,49;117,95;24,1;0;0;0,02;90,22;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84210;GALVBRAS-CINZA N6 3,6L BRASILUX;;;UN;13;948,35;5;480,55;364,75;115,8;24,1;0;0;0,02;90,23;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84566;TINTA DEMARCACAO VIARIA DNIT AMARELO BALDE 18L BRASILUX;;;UN;19;7.265,22;1;479,86;382,38;97,48;20,31;0;0;0,02;90,25;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84911;BRASILINE ESMALTE CINZA ESCURO N3,5 3,6L BRASILUX;;;UN;10;765,7;5;472,24;382,85;89,39;18,93;0;0;0,02;90,27;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84256;BRASINIL ACRILICO ECONOMICO CAMURÇA BALDE 18L BRASILUX;;;UN;12;1.034,52;4;454,84;344,84;110;24,18;0;0;0,02;90,28;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84107;BRASILACA-CINZA ALEUTA VW 81 900ML BRASILUX;;;UN;25;686,5;10;452,86;265,48;187,38;41,38;0;0;0,02;90,3;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;87344;STAIN PROTETOR PARA MADEIRA FUNGOFF NATURAL 900ML BRASILUX;;;UN;12;330,96;12;451,44;330,96;120,48;26,69;0;0;0,02;90,31;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84176;DIRETO NA FERRUGEM CINZA PLATINA 3,6LT BRASILUX;;;UN;23;1.611,84;3;436;210,24;225,76;51,78;0;0;0,02;90,33;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84350;BRASIMOB AMARELO OURO 900ML BRASILUX;;;UN;15;337,8;15;432,12;318,44;113,68;26,31;0;0;0,02;90,35;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84117;KIT EPOXI PRIMER CINZA CLARO 3,6L BRASILUX;;;UN;5;662,05;2;427;252,81;174,19;40,79;0;0;0,02;90,36;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;87057;BRASILINE ESMALTE AMARELO CAT 81 3,6L BRASILUX;;;UN;0;0;6;402,84;350,28;52,56;13,05;0;0;0,01;90,38;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84300;TINTA DEMARCACAO VIARIA DNIT AMARELO 3,6L BRASILUX;;;UN;2;130,36;4;399,43;260,72;138,71;34,73;0;0;0,01;90,39;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84338;BRASIMOB LARANJA 3,6L BRASILUX;;;UN;8;458,48;6;388,64;343,86;44,78;11,52;0;0;0,01;90,4;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84125;BRASIMOB VERDE FOLHA 900ML BRASILUX;;;UN;14;245,98;16;382,77;273,56;109,21;28,53;0;0;0,01;90,42;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84150;BRASILAR ESMALTE SINTETICO GRAFITE CINZA ESCURO 3,6L BRASILUX;;;UN;10;654,9;4;378,66;261,96;116,7;30,82;0;0;0,01;90,43;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84189;BRASIMAR-VERNIZ MARITIMO MOGNO 3,6L BRASILUX;;;UN;18;1.260,36;4;369;280,08;88,92;24,1;0;0;0,01;90,44;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84105;BRASICAR-PRIMER BRANCO 900ML BRASILUX;;;UN;26;627,12;10;368,69;241,2;127,49;34,58;0;0;0,01;90,46;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;87349;BRASPISO MARROM ACETINADO LATA 18L BRASILUX;;;UN;5;789,95;2;363,38;315,98;47,4;13,04;0;0;0,01;90,47;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;87348;BRASPISO ACETINADO AMARELO OURO LATA 18L BRASILUX;;;UN;20;3.159,40;2;363,34;315,94;47,4;13,05;0;0;0,01;90,48;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;85363;WASHPRIMER AMARELO 600ML BRASICAR BRASILUX;;;UN;30;606,9;11;359,9;220,48;139,42;38,74;0;0;0,01;90,5;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84146;BRASIMOB BRANCO FOSCO 900ML BRASILUX;;;UN;27;519,75;15;357,4;264,03;93,37;26,12;0;0;0,01;90,51;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84124;BRASIMOB TABACO 900ML BRASILUX;;;UN;31;487,63;16;354,33;251,52;102,81;29,02;0;0;0,01;90,52;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84609;ACRILAR BASE A FOSCO 3,24L BRASILUX;;;UN;7;296,73;4;349;178,45;170,55;48,87;0;0;0,01;90,53;JUNHO
00000556-BRASILUX TINTAS TECNICAS LTDA;84501;CIMENTO QUEIMADO-ELEFANTE 5,5KG BRASILUX;;;UN;13;551,85;7;346,35;280,56;65,79;19;0;0;0,01;90,55;JUNHO
